Record_ID,Country,Region,State,State_Code,City,Latitude,Longitude,Year,Full_Date,Month_Number,Month_Name,Quarter,Fiscal_Year,Population,Population_Category,Urban_Population,Rural_Population,Urban_Percentage,Rural_Percentage,Density_per_km2,Density_Category,Growth_Rate,Growth_Category,Literacy_Rate,Birth_Rate,Death_Rate,Net_Rate_Change
REC000116,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2004,11-11-2004,11,November,Q4,FY2004-05,18407312,Very Large (>15M),8551783,4318939,66.44,33.56,75,Low Density,2.83,High Growth,64.08,14.46,8.83,5.63
REC000117,India,North,Delhi,DL,Delhi,28.7041,77.1025,2009,26-05-2009,5,May,Q2,FY2009-10,5871934,Medium (5-10M),6679029,6442651,50.9,49.1,1309,High Density,0.7,Low Growth,60.09,28.63,10.94,17.69
REC000118,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2006,27-10-2006,10,October,Q4,FY2006-07,18520681,Very Large (>15M),6575094,6728532,49.42,50.58,344,Low Density,2.19,Moderate Growth,81.46,19.09,6.61,12.48
REC000119,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2008,11-07-2008,7,July,Q3,FY2008-09,13861102,Large (10-15M),7560343,3479945,68.48,31.52,1216,High Density,0.63,Low Growth,76.83,22.28,11.65,10.63
REC000120,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2006,27-10-2006,10,October,Q4,FY2006-07,12114537,Large (10-15M),4301089,5980584,41.83,58.17,1263,High Density,3.15,High Growth,74.58,21.44,7.06,14.38
REC000121,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2008,15-09-2008,9,September,Q3,FY2008-09,8026726,Medium (5-10M),1031837,3708551,21.77,78.23,1131,High Density,3.26,High Growth,62.75,15.31,14.8,0.51
REC000122,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2007,10-12-2007,12,December,Q4,FY2007-08,12746605,Large (10-15M),8289963,9962176,45.42,54.58,669,Medium Density,1.98,Moderate Growth,80.59,10,13.19,-3.19
REC000123,India,North,Delhi,DL,Delhi,28.7041,77.1025,2011,15-07-2011,7,July,Q3,FY2011-12,18934935,Very Large (>15M),1641470,5035219,24.59,75.41,1104,High Density,2.81,High Growth,87.3,12.09,6.81,5.28
REC000124,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2001,13-09-2001,9,September,Q3,FY2001-02,14411816,Large (10-15M),9253928,9090247,50.45,49.55,260,Low Density,2.28,Moderate Growth,62.35,26.62,10.44,16.18
REC000125,India,North,Delhi,DL,Delhi,28.7041,77.1025,2000,14-08-2000,8,August,Q3,FY2000-01,7652495,Medium (5-10M),8373230,5520315,60.27,39.73,1177,High Density,1.52,Moderate Growth,74.47,12.19,9.55,2.64
REC000126,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2015,17-12-2015,12,December,Q4,FY2015-16,6040266,Medium (5-10M),9166399,8618581,51.54,48.46,678,Medium Density,1.24,Moderate Growth,70.9,14.14,13.11,1.03
REC000127,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2022,13-02-2022,2,February,Q1,FY2021-22,15783431,Very Large (>15M),4280074,5171470,45.28,54.72,1366,High Density,2.78,High Growth,91.22,28.26,12.4,15.86
REC000128,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2022,10-01-2022,1,January,Q1,FY2021-22,10741219,Large (10-15M),3747987,2676097,58.34,41.66,1135,High Density,1.79,Moderate Growth,69.19,26.16,7.96,18.2
REC000129,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2023,25-07-2023,7,July,Q3,FY2023-24,10596792,Large (10-15M),9362903,9674832,49.18,50.82,1120,High Density,3.26,High Growth,93.05,11.07,8.64,2.43
REC000130,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2004,01-07-2004,7,July,Q3,FY2004-05,17526654,Very Large (>15M),798833,1759631,31.22,68.78,760,Medium Density,3.43,High Growth,88.99,22.87,5.6,17.27
REC000131,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2002,01-08-2002,8,August,Q3,FY2002-03,5119398,Medium (5-10M),9123978,2359794,79.45,20.55,1129,High Density,1.13,Moderate Growth,63.51,20.31,10.67,9.64
REC000132,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2011,15-05-2011,5,May,Q2,FY2011-12,7203588,Medium (5-10M),6846275,695985,90.77,9.23,1313,High Density,2.18,Moderate Growth,76.82,17.3,12.59,4.71
REC000133,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2007,16-03-2007,3,March,Q1,FY2006-07,4242896,Small (<5M),9569732,8757922,52.21,47.79,834,Medium Density,2.11,Moderate Growth,82.72,19.95,9.19,10.76
REC000134,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2021,12-12-2021,12,December,Q4,FY2021-22,5737041,Medium (5-10M),8223551,621441,92.97,7.03,1467,High Density,3.1,High Growth,80.76,13.02,14.46,-1.44
REC000135,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2002,26-08-2002,8,August,Q3,FY2002-03,19504265,Very Large (>15M),3593972,4111513,46.64,53.36,1262,High Density,2.57,High Growth,83.77,29.1,6.37,22.73
REC000136,India,North,Delhi,DL,Delhi,28.7041,77.1025,2000,24-06-2000,6,June,Q2,FY2000-01,19116002,Very Large (>15M),6086342,170017,97.28,2.72,1215,High Density,2.32,Moderate Growth,74.92,13.43,13.91,-0.48
REC000137,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2002,06-11-2002,11,November,Q4,FY2002-03,16626973,Very Large (>15M),420604,1483107,22.09,77.91,936,High Density,2.54,High Growth,91.67,13.72,5.22,8.5
REC000138,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2004,06-03-2004,3,March,Q1,FY2003-04,19672373,Very Large (>15M),8907062,2615874,77.3,22.7,1186,High Density,1.67,Moderate Growth,69.46,17.38,14.13,3.25
REC000139,India,North,Delhi,DL,Delhi,28.7041,77.1025,2014,12-01-2014,1,January,Q1,FY2013-14,5270761,Medium (5-10M),3999119,1146727,77.72,22.28,442,Medium Density,3.38,High Growth,63.29,14.25,8.06,6.19
REC000140,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2013,25-03-2013,3,March,Q1,FY2012-13,17046378,Very Large (>15M),7385576,1079612,87.25,12.75,257,Low Density,0.67,Low Growth,94.23,16.26,6.1,10.16
REC000141,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2002,15-05-2002,5,May,Q2,FY2002-03,15806316,Very Large (>15M),4584971,2221933,67.36,32.64,1146,High Density,0.59,Low Growth,82.82,10.8,14.89,-4.09
REC000142,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2000,04-03-2000,3,March,Q1,FY1999-00,14659069,Large (10-15M),8318674,3119760,72.73,27.27,1340,High Density,1.75,Moderate Growth,83.07,22.29,12.45,9.84
REC000143,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2004,24-01-2004,1,January,Q1,FY2003-04,2891852,Small (<5M),8513029,4143741,67.26,32.74,716,Medium Density,0.96,Low Growth,88.61,14.82,10.3,4.52
REC000144,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2022,04-05-2022,5,May,Q2,FY2022-23,16479440,Very Large (>15M),8771996,9920657,46.93,53.07,1215,High Density,2.13,Moderate Growth,74.75,29.42,8.94,20.48
REC000145,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2013,02-10-2013,10,October,Q4,FY2013-14,3363723,Small (<5M),6125857,9010214,40.47,59.53,831,Medium Density,0.53,Low Growth,73.52,12.28,7.55,4.73
REC000146,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2006,27-07-2006,7,July,Q3,FY2006-07,1390522,Small (<5M),4911855,7536693,39.46,60.54,846,Medium Density,1.88,Moderate Growth,93.22,11.55,10.97,0.58
REC000147,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2008,24-07-2008,7,July,Q3,FY2008-09,18228267,Very Large (>15M),4447378,7511640,37.19,62.81,188,Low Density,1.38,Moderate Growth,73.54,13.48,9.49,3.99
REC000148,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2014,12-11-2014,11,November,Q4,FY2014-15,10991880,Large (10-15M),3462166,4755669,42.13,57.87,1472,High Density,1.11,Moderate Growth,62.75,20.85,10.06,10.79
REC000149,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2014,07-09-2014,9,September,Q3,FY2014-15,7319122,Medium (5-10M),9959073,2546209,79.64,20.36,1245,High Density,1.83,Moderate Growth,70.77,24.95,9.62,15.33
REC000150,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2009,20-10-2009,10,October,Q4,FY2009-10,15581665,Very Large (>15M),9481407,2205671,81.13,18.87,1087,High Density,3.06,High Growth,90.57,21.18,,
REC000151,India,North,Delhi,DL,Delhi,28.7041,77.1025,2012,09-10-2012,10,October,Q4,FY2012-13,12619121,Large (10-15M),4897312,6806516,41.84,58.16,524,Medium Density,2.47,Moderate Growth,63.32,27.21,,
REC000152,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2018,09-12-2018,12,December,Q4,FY2018-19,12452783,Large (10-15M),5096976,2899605,63.74,36.26,1076,High Density,0.98,Low Growth,85.08,21.87,,
REC000153,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2006,08-03-2006,3,March,Q1,FY2005-06,15460140,Very Large (>15M),7887839,9573491,45.17,54.83,1387,High Density,2,Moderate Growth,69.32,12.77,13.35,-0.58
REC000154,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2016,14-07-2016,7,July,Q3,FY2016-17,7399336,Medium (5-10M),5809448,8527210,40.52,59.48,831,Medium Density,3.3,High Growth,86.1,13.71,7.68,6.03
REC000155,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2019,01-01-2019,1,January,Q1,FY2018-19,12762763,Large (10-15M),3517782,3967051,47,53,1370,High Density,1.82,Moderate Growth,78.01,17.15,7.48,9.67
REC000156,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2003,23-04-2003,4,April,Q2,FY2003-04,7772905,Medium (5-10M),197911,8338532,2.32,97.68,834,Medium Density,1.91,Moderate Growth,82.28,28.4,10.77,17.63
REC000157,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2004,21-04-2004,4,April,Q2,FY2004-05,9546806,Medium (5-10M),9764407,7794703,55.61,44.39,770,Medium Density,3.32,High Growth,68.51,19.2,,
REC000158,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2022,23-05-2022,5,May,Q2,FY2022-23,3512087,Small (<5M),6442904,330603,95.12,4.88,915,High Density,0.91,Low Growth,65.88,,10.52,
REC000159,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2006,12-07-2006,7,July,Q3,FY2006-07,10120126,Large (10-15M),6443306,3145060,67.2,32.8,1295,High Density,2.71,High Growth,62.22,11.49,6.12,5.37
REC000160,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2012,25-07-2012,7,July,Q3,FY2012-13,11833445,Large (10-15M),1696443,5771424,22.72,77.28,,,1.4,Moderate Growth,88.9,23.73,13.65,10.08
REC000161,India,North,Delhi,DL,Delhi,28.7041,77.1025,2014,02-11-2014,11,November,Q4,FY2014-15,17113388,Very Large (>15M),1235759,396994,75.69,24.31,1493,High Density,3.1,High Growth,,19.34,12.47,6.87
REC000162,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2010,13-04-2010,4,April,Q2,FY2010-11,15293680,Very Large (>15M),2328188,,,,295,Low Density,0.66,Low Growth,70.27,13.46,7.39,6.07
REC000163,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2003,27-07-2003,7,July,Q3,FY2003-04,15019509,Very Large (>15M),,1421475,,,849,Medium Density,3.47,High Growth,89.29,11.63,11.3,0.33
REC000164,India,Central,Tamil Nadu,,,,,2012,04-11-2012,11,November,Q4,FY2012-13,12933071,Large (10-15M),6723555,3317608,66.96,33.04,456,Medium Density,2.81,High Growth,89.18,16.31,7.25,9.06
REC000165,India,Central,Bihar,,,,,2006,20-03-2006,3,March,Q1,FY2005-06,8132668,Medium (5-10M),4030883,7173781,35.98,64.02,986,High Density,1.35,Moderate Growth,64.82,26.41,9.25,17.16
REC000166,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2018,18-06-2018,6,June,Q2,FY2018-19,611133,Small (<5M),1020010,3530640,22.41,77.59,513,Medium Density,2.78,High Growth,84.98,22.81,7.37,15.44
REC000167,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2021,19-12-2021,12,December,Q4,FY2021-22,18476474,Very Large (>15M),,1816843,,,1297,High Density,3.27,High Growth,70.23,19.24,10.97,8.27
REC000168,India,North,Delhi,DL,Delhi,28.7041,77.1025,2001,16-02-2001,2,February,Q1,FY2000-01,4419535,Small (<5M),6514808,,,,348,Low Density,0.84,Low Growth,76.35,26.91,8.03,18.88
REC000169,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2009,27-10-2009,10,October,Q4,FY2009-10,15035922,Very Large (>15M),1259168,2268316,35.7,64.3,,,,,,13.62,6.68,6.94
REC000170,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2012,14-09-2012,9,September,Q3,FY2012-13,7470754,Medium (5-10M),6256612,8012019,43.85,56.15,723,Medium Density,1.58,Moderate Growth,81.01,15.58,5.6,9.98
REC000171,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2024,08-05-2024,5,May,Q2,FY2024-25,16795865,Very Large (>15M),78150,9505326,0.82,99.18,1234,High Density,0.52,Low Growth,72.15,21.08,11.32,9.76
REC000172,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2020,12-06-2020,6,June,Q2,FY2020-21,18492634,Very Large (>15M),7260186,6184635,54,46,,,0.84,Low Growth,62.56,21.79,10.97,10.82
REC000173,India,North,Delhi,DL,Delhi,28.7041,77.1025,2005,09-12-2005,12,December,Q4,FY2005-06,11633598,Large (10-15M),8293359,6705730,55.29,44.71,1066,High Density,3.15,High Growth,83.54,16.42,6.95,9.47
REC000174,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2011,06-12-2011,12,December,Q4,FY2011-12,15693927,Very Large (>15M),9483111,3317461,74.08,25.92,100,Low Density,3.45,High Growth,,20.09,5.03,15.06
REC000175,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2011,26-12-2011,12,December,Q4,FY2011-12,13482140,Large (10-15M),3426730,683721,83.37,16.63,1261,High Density,3.19,High Growth,83.38,12.4,6.36,6.04
REC000176,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2019,18-12-2019,12,December,Q4,FY2019-20,17522735,Very Large (>15M),2708474,3646277,42.62,57.38,184,Low Density,1.82,Moderate Growth,78.89,10.22,8.05,2.17
REC000177,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2010,02-04-2010,4,April,Q2,FY2010-11,8679348,Medium (5-10M),7742961,3482866,68.97,31.03,1049,High Density,3.38,High Growth,65.73,28.1,10.23,17.87
REC000178,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2022,23-11-2022,11,November,Q4,FY2022-23,18137920,Very Large (>15M),1307093,9739615,11.83,88.17,179,Low Density,1.72,Moderate Growth,81.88,18.83,13.86,4.97
REC000179,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2024,08-10-2024,10,October,Q4,FY2024-25,16524209,Very Large (>15M),1643683,9384843,14.9,85.1,724,Medium Density,0.84,Low Growth,81.39,14.62,7.1,7.52
REC000180,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2006,24-07-2006,7,July,Q3,FY2006-07,5691335,Medium (5-10M),7613245,511420,93.71,6.29,97,Low Density,1.52,Moderate Growth,81.66,16.6,7.15,9.45
REC000181,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2000,14-12-2000,12,December,Q4,FY2000-01,11306100,Large (10-15M),4170099,6261915,39.97,60.03,1336,High Density,3.5,High Growth,91.23,20.35,13.44,6.91
REC000182,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2000,06-09-2000,9,September,Q3,FY2000-01,11425616,Large (10-15M),5715064,5180641,52.45,47.55,510,Medium Density,2.38,Moderate Growth,85.07,28.93,10.08,18.85
REC000183,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2024,10-07-2024,7,July,Q3,FY2024-25,6446153,Medium (5-10M),1622445,1825000,47.06,52.94,1325,High Density,1.52,Moderate Growth,87.42,24.42,11.91,12.51
REC000184,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2024,08-01-2024,1,January,Q1,FY2023-24,12072411,Large (10-15M),1954369,1842459,51.47,48.53,1140,High Density,2.37,Moderate Growth,70.97,28.96,8.47,20.49
REC000185,India,North,Delhi,DL,Delhi,28.7041,77.1025,2019,17-01-2019,1,January,Q1,FY2018-19,11815908,Large (10-15M),1156808,7780773,12.94,87.06,1400,High Density,1.79,Moderate Growth,69.46,12.24,13.39,-1.15
REC000186,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2012,25-09-2012,9,September,Q3,FY2012-13,7098586,Medium (5-10M),1093062,7058977,13.41,86.59,495,Medium Density,0.65,Low Growth,67.24,13.57,9.5,4.07
REC000187,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2008,12-11-2008,11,November,Q4,FY2008-09,10107771,Large (10-15M),510641,8691109,5.55,94.45,744,Medium Density,1.1,Moderate Growth,87.24,17.26,14.03,3.23
REC000188,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2002,17-09-2002,9,September,Q3,FY2002-03,5271995,Medium (5-10M),7480458,5921069,55.82,44.18,285,Low Density,0.56,Low Growth,84.45,14.89,9,5.89
REC000189,India,North,Delhi,DL,Delhi,28.7041,77.1025,2006,13-04-2006,4,April,Q2,FY2006-07,11747377,Large (10-15M),5578809,6670608,45.54,54.46,396,Low Density,1.26,Moderate Growth,71.97,29.14,13.09,16.05
REC000190,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2005,19-09-2005,9,September,Q3,FY2005-06,18414577,Very Large (>15M),117620,3639289,3.13,96.87,205,Low Density,2.72,High Growth,64.94,13.42,5.56,7.86
REC000191,India,North,Delhi,DL,Delhi,28.7041,77.1025,2007,12-03-2007,3,March,Q1,FY2006-07,14076520,Large (10-15M),3873978,9391793,29.2,70.8,1139,High Density,1.08,Moderate Growth,89.63,13.4,11.83,1.57
REC000192,India,North,Delhi,DL,Delhi,28.7041,77.1025,2008,16-07-2008,7,July,Q3,FY2008-09,15508556,Very Large (>15M),6599103,4898923,57.39,42.61,97,Low Density,2.08,Moderate Growth,73.45,19.75,6.42,13.33
REC000193,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2004,25-06-2004,6,June,Q2,FY2004-05,10392531,Large (10-15M),3890249,8343301,31.8,68.2,469,Medium Density,2.6,High Growth,66.64,23.94,13.97,9.97
REC000194,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2000,27-08-2000,8,August,Q3,FY2000-01,1813190,Small (<5M),465104,2667957,14.85,85.15,1051,High Density,2.15,Moderate Growth,65.05,17.59,14.65,2.94
REC000195,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2018,05-11-2018,11,November,Q4,FY2018-19,17984809,Very Large (>15M),6222048,6775596,47.87,52.13,503,Medium Density,0.55,Low Growth,92.19,10.87,8.21,2.66
REC000196,India,North,Delhi,DL,Delhi,28.7041,77.1025,2009,25-09-2009,9,September,Q3,FY2009-10,905817,Small (<5M),5640682,4726888,54.41,45.59,1060,High Density,1.59,Moderate Growth,64.56,25.32,10.63,14.69
REC000197,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2011,16-05-2011,5,May,Q2,FY2011-12,3300881,Small (<5M),7618056,2558207,74.86,25.14,511,Medium Density,1.82,Moderate Growth,72.59,28.91,9,19.91
REC000198,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2023,25-01-2023,1,January,Q1,FY2022-23,17385330,Very Large (>15M),8813122,97594,98.9,1.1,104,Low Density,1.53,Moderate Growth,82.13,26.21,11.13,15.08
REC000199,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2014,06-03-2014,3,March,Q1,FY2013-14,1707106,Small (<5M),4893509,9219240,34.67,65.33,422,Medium Density,2.14,Moderate Growth,74.28,26.8,8.54,18.26
REC000200,India,North,Delhi,DL,Delhi,28.7041,77.1025,,,,,,,18785290,Very Large (>15M),4847177,7234008,40.12,59.88,1472,High Density,2.04,Moderate Growth,76.71,26.96,13.19,13.77
REC000201,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,2023,17-12-2023,12,December,Q4,FY2023-24,1672964,Small (<5M),5043288,940799,84.28,15.72,111,Low Density,1.06,Moderate Growth,88.09,25.19,5.31,19.88
REC000202,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,,,,,,,6204482,Medium (5-10M),8323459,1405832,85.55,14.45,759,Medium Density,2.76,High Growth,94.97,26.11,12.41,13.7
REC000203,India,South,Telangana,TG,Hyderabad,17.385,78.4867,2019,23-11-2019,11,November,Q4,FY2019-20,408349,Small (<5M),7794773,9439929,45.23,54.77,711,Medium Density,0.98,Low Growth,76.35,11.53,5.14,6.39
REC000204,India,North,Delhi,DL,Delhi,28.7041,77.1025,2016,14-06-2016,6,June,Q2,FY2016-17,17888601,Very Large (>15M),8188841,9062600,47.47,52.53,541,Medium Density,1.88,Moderate Growth,73.26,11.09,14.63,-3.54
REC000205,India,West,Maharashtra,MH,Pune,18.5204,73.8567,,,,,,,16826869,Very Large (>15M),5880647,4166540,58.53,41.47,1098,High Density,2.77,High Growth,74.24,11.5,5.41,6.09
REC000206,India,North,Delhi,DL,Delhi,28.7041,77.1025,2019,25-09-2019,9,September,Q3,FY2019-20,9598310,Medium (5-10M),9218347,6696585,57.92,42.08,484,Medium Density,2.59,High Growth,72.92,21.83,12.95,8.88
REC000207,India,West,Maharashtra,MH,Pune,18.5204,73.8567,,,,,,,8791073,Medium (5-10M),9476824,5864546,61.77,38.23,895,Medium Density,1.8,Moderate Growth,76.58,14.82,12,2.82
REC000208,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2006,28-01-2006,1,January,Q1,FY2005-06,4813090,Small (<5M),3262444,70973,97.87,2.13,1158,High Density,2.87,High Growth,71.66,10.56,13.61,-3.05
REC000209,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2001,11-01-2001,1,January,Q1,FY2000-01,8030571,Medium (5-10M),699256,8736883,7.41,92.59,795,Medium Density,2.64,High Growth,76.19,11.53,6.28,5.25
REC000210,India,West,Maharashtra,MH,Mumbai,19.076,72.8777,2002,12-10-2002,10,October,Q4,FY2002-03,10052457,Large (10-15M),4270919,555363,88.49,11.51,491,Medium Density,1.65,Moderate Growth,93.09,11.37,8.55,2.82
REC000211,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2016,13-04-2016,4,April,Q2,FY2016-17,13451353,Large (10-15M),7474573,5949139,55.68,44.32,1058,High Density,3.19,High Growth,70.02,22.55,5.86,16.69
REC000212,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2004,04-12-2004,12,December,Q4,FY2004-05,19923966,Very Large (>15M),4721670,1471046,76.25,23.75,1338,High Density,0.93,Low Growth,82.82,12.86,7.88,4.98
REC000213,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2016,07-07-2016,7,July,Q3,FY2016-17,13960337,Large (10-15M),1342352,5962548,18.38,81.62,283,Low Density,1.58,Moderate Growth,77.04,26.91,11.09,15.82
REC000214,India,West,Maharashtra,MH,Pune,18.5204,73.8567,2023,02-02-2023,2,February,Q1,FY2022-23,12982674,Large (10-15M),6924106,5978470,53.66,46.34,1468,High Density,2.59,High Growth,85.63,29.85,14.7,15.15
REC000215,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,,,,,,,13203865,Large (10-15M),3973376,4876319,44.9,55.1,866,Medium Density,3.12,High Growth,76.53,18.82,7.54,11.28
REC000216,India,East,West Bengal,WB,Kolkata,22.5726,88.3639,2016,06-01-2016,1,January,Q1,FY2015-16,868706,Small (<5M),4997479,4241957,54.09,45.91,270,Low Density,1.47,Moderate Growth,65.62,20.75,,
REC000217,India,South,Tamil Nadu,TN,Chennai,13.0827,80.2707,2001,18-05-2001,5,May,Q2,FY2001-02,10681835,Large (10-15M),1471916,66262,95.69,4.31,1014,High Density,2.18,Moderate Growth,90.53,15.2,9.08,6.12
REC000218,India,North,Delhi,DL,Delhi,28.7041,77.1025,2001,20-01-2001,1,January,Q1,FY2000-01,1784802,Small (<5M),2899575,3387463,46.12,53.88,905,High Density,0.54,Low Growth,83.65,23.11,,
REC000219,India,North,Delhi,DL,Delhi,28.7041,77.1025,,,,,,,13834548,Large (10-15M),5822007,3042533,65.68,34.32,1126,High Density,1.61,Moderate Growth,78.41,28.3,11.88,16.42
REC000220,India,North,Delhi,DL,Delhi,28.7041,77.1025,2022,08-01-2022,1,January,Q1,FY2021-22,6187875,Medium (5-10M),4861803,3455907,58.45,41.55,1270,High Density,1.49,Moderate Growth,89.09,13.62,,
REC000221,India,South,Karnataka,KA,Bangalore,12.9716,77.5946,,,,,,,14951580,Large (10-15M),7510617,3375387,68.99,31.01,307,Low Density,3.03,High Growth,94.17,29.06,13.78,15.28
